0 301.5813
500 333.3756
1000 316.1583
1500 318.5694
2000 307.6672
2500 317.1509
3000 318.2893
3500 313.4360
4000 307.4042
4500 305.3274
5000 296.9469
5500 308.7124
6000 304.1902
6500 309.2776
7000 311.3071
7500 297.9920
8000 321.7886
8500 303.7322
9000 317.4955
9500 315.4862
10000 314.5477
10500 322.8411
11000 309.8852
11500 304.1199
12000 307.2367
12500 301.3333
13000 302.0706
13500 312.6699
14000 289.2712
14500 306.9061
15000 308.2727
15500 312.0566
16000 310.7988
16500 312.9277
17000 319.2088
17500 306.8006
18000 299.5229
18500 318.6887
19000 310.9723
19500 304.6355
20000 312.6268
20500 301.3342
21000 303.6865
21500 299.2738
22000 289.9168
22500 292.9584
23000 308.6400
23500 304.4757
24000 302.5059
24500 309.4630
25000 311.4048
25500 313.9578
26000 309.1822
26500 299.5417
27000 315.9372
27500 306.6236
28000 311.3281
28500 302.5252
29000 300.0232
29500 286.7180
30000 294.7979
30500 306.4888
31000 296.5891
31500 301.1607
32000 303.0411
32500 311.8237
33000 306.3103
33500 322.2547
34000 306.0755
34500 298.5142
35000 299.6116
35500 292.7262
36000 301.2749
36500 310.6089
37000 300.7814
37500 304.8659
38000 310.7612
38500 300.8501
39000 318.3011
39500 295.7585
40000 305.4906
40500 312.1614
41000 312.1966
41500 309.9156
42000 311.6594
42500 312.2790
43000 310.4773
43500 315.0207
44000 328.3876
44500 326.2523
45000 300.4663
45500 306.1057
46000 300.7022
46500 304.3780
47000 308.0774
47500 303.0193
48000 318.4014
48500 304.3709
49000 319.0437
49500 291.8990
50000 304.8142
50500 307.1484
51000 296.7095
51500 304.1264
52000 312.7257
52500 309.3053
53000 315.2397
53500 296.5885
54000 308.8760
54500 305.0553
55000 303.3376
55500 312.6956
56000 311.6761
56500 320.5486
57000 315.7671
57500 307.3645
58000 312.8493
58500 308.2811
59000 313.6781
59500 313.3715
60000 306.7964
60500 298.4344
61000 314.7350
61500 304.0597
62000 315.4048
62500 306.1937
63000 302.2704
63500 301.9627
64000 314.4005
64500 285.8025
65000 302.5479
65500 305.9123
66000 308.5432
66500 311.3166
67000 309.9178
67500 314.9511
68000 307.5622
68500 297.7175
69000 303.7122
69500 317.3162
70000 319.5714
70500 302.1102
71000 296.7436
71500 310.7722
72000 301.1334
72500 309.5470
73000 303.6673
73500 315.0959
74000 313.4778
74500 307.1680
75000 301.9810
75500 297.7188
76000 311.8938
76500 298.9731
77000 298.1413
77500 296.0745
78000 300.7429
78500 291.4741
79000 302.5619
79500 305.6005
80000 300.8875
80500 294.4041
81000 304.0363
81500 305.4075
82000 298.1707
82500 300.8075
83000 299.0717
83500 317.6262
84000 316.0100
84500 316.7114
85000 310.2581
85500 317.1055
86000 315.0294
86500 314.5647
87000 320.9746
87500 317.3997
88000 321.2745
88500 303.4697
89000 312.5087
89500 297.3131
90000 304.7479
90500 295.9270
91000 309.0093
91500 303.7505
92000 284.0199
92500 304.2786
93000 307.8039
93500 314.0451
94000 312.3324
94500 300.3293
95000 311.0831
95500 304.5392
96000 305.2032
96500 311.4102
97000 300.9406
97500 312.4643
98000 302.5599
98500 308.4904
99000 297.8723
99500 307.4549
100000 309.6972

