# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 156 10840.908 23359.354947604756
2 170 11813.81 25455.70731469749
3 177 12300.260999999999 26503.883498243853
4 178 12369.753999999999 26653.622953036196
5 179 12439.247 26803.362407828532
6 180 12508.74 26953.10186262087
7 185 12856.205 27701.799136582562
8 184 12786.712 27552.059681790226
9 188 13064.684 28151.017500959577
10 190 13203.669999999998 28450.496410544252
11 184 12786.712 27552.059681790226
12 184 12786.712 27552.059681790226
13 185 12856.205 27701.799136582562
14 182 12647.725999999999 27252.580772205547
15 176 12230.768 26354.14404345152
16 179 12439.247 26803.362407828532
17 178 12369.753999999999 26653.622953036196
18 179 12439.247 26803.362407828532
19 185 12856.205 27701.799136582562
20 180 12508.74 26953.10186262087
21 185 12856.205 27701.799136582562
22 183 12717.219 27402.320226997883
23 177 12300.260999999999 26503.883498243853
24 188 13064.684 28151.017500959577
25 181 12578.232999999998 27102.841317413207
26 185 12856.205 27701.799136582562
27 186 12925.697999999999 27851.538591374898
28 180 12508.74 26953.10186262087
29 183 12717.219 27402.320226997883
30 183 12717.219 27402.320226997883
31 187 12995.190999999999 28001.278046167237
32 183 12717.219 27402.320226997883
33 178 12369.753999999999 26653.622953036196
34 185 12856.205 27701.799136582562
35 178 12369.753999999999 26653.622953036196
36 180 12508.74 26953.10186262087
37 178 12369.753999999999 26653.622953036196
38 184 12786.712 27552.059681790226
39 188 13064.684 28151.017500959577
40 184 12786.712 27552.059681790226
41 182 12647.725999999999 27252.580772205547
42 182 12647.725999999999 27252.580772205547
43 184 12786.712 27552.059681790226
44 183 12717.219 27402.320226997883
45 186 12925.697999999999 27851.538591374898
46 188 13064.684 28151.017500959577
47 185 12856.205 27701.799136582562
48 183 12717.219 27402.320226997883
49 187 12995.190999999999 28001.278046167237
50 181 12578.232999999998 27102.841317413207
51 182 12647.725999999999 27252.580772205547
52 182 12647.725999999999 27252.580772205547
53 187 12995.190999999999 28001.278046167237
54 183 12717.219 27402.320226997883
55 186 12925.697999999999 27851.538591374898
56 181 12578.232999999998 27102.841317413207
57 184 12786.712 27552.059681790226
58 191 13273.162999999999 28600.235865336588
59 183 12717.219 27402.320226997883
60 181 12578.232999999998 27102.841317413207
61 181 12578.232999999998 27102.841317413207
62 182 12647.725999999999 27252.580772205547
63 187 12995.190999999999 28001.278046167237
64 185 12856.205 27701.799136582562
65 183 12717.219 27402.320226997883
66 185 12856.205 27701.799136582562
67 186 12925.697999999999 27851.538591374898
68 182 12647.725999999999 27252.580772205547
69 182 12647.725999999999 27252.580772205547
70 186 12925.697999999999 27851.538591374898
71 178 12369.753999999999 26653.622953036196
72 183 12717.219 27402.320226997883
73 183 12717.219 27402.320226997883
74 184 12786.712 27552.059681790226
75 182 12647.725999999999 27252.580772205547
76 186 12925.697999999999 27851.538591374898
77 184 12786.712 27552.059681790226
78 187 12995.190999999999 28001.278046167237
79 186 12925.697999999999 27851.538591374898
80 188 13064.684 28151.017500959577
81 188 13064.684 28151.017500959577
82 183 12717.219 27402.320226997883
83 182 12647.725999999999 27252.580772205547
84 178 12369.753999999999 26653.622953036196
85 176 12230.768 26354.14404345152
86 178 12369.753999999999 26653.622953036196
87 180 12508.74 26953.10186262087
88 180 12508.74 26953.10186262087
89 178 12369.753999999999 26653.622953036196
90 185 12856.205 27701.799136582562
91 178 12369.753999999999 26653.622953036196
92 180 12508.74 26953.10186262087
93 183 12717.219 27402.320226997883
94 184 12786.712 27552.059681790226
95 187 12995.190999999999 28001.278046167237
96 188 13064.684 28151.017500959577
97 182 12647.725999999999 27252.580772205547
98 181 12578.232999999998 27102.841317413207
99 186 12925.697999999999 27851.538591374898
100 181 12578.232999999998 27102.841317413207
101 183 12717.219 27402.320226997883
102 180 12508.74 26953.10186262087
103 181 12578.232999999998 27102.841317413207
104 178 12369.753999999999 26653.622953036196
105 179 12439.247 26803.362407828532
106 178 12369.753999999999 26653.622953036196
107 181 12578.232999999998 27102.841317413207
108 182 12647.725999999999 27252.580772205547
109 185 12856.205 27701.799136582562
110 186 12925.697999999999 27851.538591374898
111 180 12508.74 26953.10186262087
112 182 12647.725999999999 27252.580772205547
113 182 12647.725999999999 27252.580772205547
114 185 12856.205 27701.799136582562
115 184 12786.712 27552.059681790226
116 184 12786.712 27552.059681790226
117 186 12925.697999999999 27851.538591374898
118 187 12995.190999999999 28001.278046167237
119 182 12647.725999999999 27252.580772205547
120 184 12786.712 27552.059681790226
121 185 12856.205 27701.799136582562
122 178 12369.753999999999 26653.622953036196
123 183 12717.219 27402.320226997883
124 186 12925.697999999999 27851.538591374898
125 184 12786.712 27552.059681790226
126 185 12856.205 27701.799136582562
127 184 12786.712 27552.059681790226
128 179 12439.247 26803.362407828532
129 177 12300.260999999999 26503.883498243853
130 179 12439.247 26803.362407828532
131 179 12439.247 26803.362407828532
132 180 12508.74 26953.10186262087
133 182 12647.725999999999 27252.580772205547
134 185 12856.205 27701.799136582562
135 187 12995.190999999999 28001.278046167237
136 185 12856.205 27701.799136582562
137 184 12786.712 27552.059681790226
138 177 12300.260999999999 26503.883498243853
139 179 12439.247 26803.362407828532
140 185 12856.205 27701.799136582562
141 187 12995.190999999999 28001.278046167237
142 186 12925.697999999999 27851.538591374898
143 186 12925.697999999999 27851.538591374898
144 185 12856.205 27701.799136582562
145 186 12925.697999999999 27851.538591374898
146 186 12925.697999999999 27851.538591374898
147 185 12856.205 27701.799136582562
148 184 12786.712 27552.059681790226
149 184 12786.712 27552.059681790226
150 184 12786.712 27552.059681790226
151 180 12508.74 26953.10186262087
152 184 12786.712 27552.059681790226
153 183 12717.219 27402.320226997883
154 188 13064.684 28151.017500959577
155 186 12925.697999999999 27851.538591374898
156 173 12022.288999999999 25904.925679074502
157 182 12647.725999999999 27252.580772205547
158 178 12369.753999999999 26653.622953036196
159 186 12925.697999999999 27851.538591374898
160 180 12508.74 26953.10186262087
161 183 12717.219 27402.320226997883
162 189 13134.177 28300.756955751913
163 185 12856.205 27701.799136582562
164 181 12578.232999999998 27102.841317413207
165 181 12578.232999999998 27102.841317413207
166 181 12578.232999999998 27102.841317413207
167 180 12508.74 26953.10186262087
168 181 12578.232999999998 27102.841317413207
169 182 12647.725999999999 27252.580772205547
170 178 12369.753999999999 26653.622953036196
171 182 12647.725999999999 27252.580772205547
172 185 12856.205 27701.799136582562
173 179 12439.247 26803.362407828532
174 177 12300.260999999999 26503.883498243853
175 182 12647.725999999999 27252.580772205547
176 179 12439.247 26803.362407828532
177 179 12439.247 26803.362407828532
178 183 12717.219 27402.320226997883
179 184 12786.712 27552.059681790226
180 178 12369.753999999999 26653.622953036196
181 180 12508.74 26953.10186262087
182 181 12578.232999999998 27102.841317413207
183 182 12647.725999999999 27252.580772205547
184 179 12439.247 26803.362407828532
185 184 12786.712 27552.059681790226
186 186 12925.697999999999 27851.538591374898
187 186 12925.697999999999 27851.538591374898
188 184 12786.712 27552.059681790226
189 180 12508.74 26953.10186262087
190 185 12856.205 27701.799136582562
191 184 12786.712 27552.059681790226
192 182 12647.725999999999 27252.580772205547
193 177 12300.260999999999 26503.883498243853
194 173 12022.288999999999 25904.925679074502
195 176 12230.768 26354.14404345152
196 181 12578.232999999998 27102.841317413207
197 184 12786.712 27552.059681790226
198 186 12925.697999999999 27851.538591374898
199 178 12369.753999999999 26653.622953036196
200 182 12647.725999999999 27252.580772205547
